image_id,abnormality_id,abnormality_type,x_centre,y_centre,width_scaled,height_scaled
IMG_00919,IMG_00919_annotation_000,Surface depression,0.2658,0.7481,0.4883,0.2412
IMG_00919,IMG_00919_annotation_001,Surface depression,0.7583,0.57,0.4833,0.2275
IMG_00920,IMG_00920_annotation_000,Manhole,0.6483,0.7031,0.3133,0.1537
IMG_00920,IMG_00920_annotation_001,Road patch failure,0.9117,0.7244,0.16,0.0788
IMG_00920,IMG_00920_annotation_002,Manhole,0.5908,0.5319,0.2817,0.0838
IMG_00921,IMG_00921_annotation_000,Manhole,0.3733,0.5331,0.2667,0.0938
IMG_00921,IMG_00921_annotation_001,Pothole,0.7583,0.6519,0.4833,0.1588
IMG_00922,IMG_00922_annotation_000,Manhole,0.5333,0.6094,0.28,0.0887
IMG_00922,IMG_00922_annotation_001,Surface depression,0.5625,0.525,0.195,0.0875
IMG_00924,IMG_00924_annotation_000,Manhole,0.8375,0.6406,0.3083,0.1037
IMG_00924,IMG_00924_annotation_001,Pothole,0.3617,0.4844,0.1567,0.0362
IMG_00924,IMG_00924_annotation_002,Surface depression,0.5725,0.5694,0.735,0.0838
IMG_00925,IMG_00925_annotation_000,Surface depression,0.4367,0.6281,0.5167,0.3412
IMG_00926,IMG_00926_annotation_000,Surface depression,0.5737,0.5267,0.7925,0.3667
IMG_00926,IMG_00926_annotation_001,Manhole,0.6094,0.3042,0.0938,0.0617
IMG_00926,IMG_00926_annotation_002,Manhole,0.3206,0.2367,0.1062,0.0533
IMG_00927,IMG_00927_annotation_000,Manhole,0.7225,0.6406,0.3283,0.1338
IMG_00928,IMG_00928_annotation_000,Manhole,0.6008,0.4925,0.205,0.0725
IMG_00928,IMG_00928_annotation_001,Surface depression,0.3308,0.6488,0.4283,0.21
IMG_00929,IMG_00929_annotation_000,Manhole,0.2333,0.6881,0.27,0.0938
IMG_00929,IMG_00929_annotation_001,Surface depression,0.8017,0.6144,0.3967,0.1363
IMG_00930,IMG_00930_annotation_000,Manhole,0.3233,0.8413,0.6133,0.285
IMG_00930,IMG_00930_annotation_001,Manhole,0.415,0.3919,0.1333,0.0413
IMG_00930,IMG_00930_annotation_002,Pothole,0.15,0.4487,0.2233,0.0475
IMG_00931,IMG_00931_annotation_000,Manhole,0.4792,0.6475,0.345,0.135
IMG_00932,IMG_00932_annotation_000,Surface depression,0.4728,0.4904,0.484,0.0865
IMG_00932,IMG_00932_annotation_001,Surface depression,0.758,0.8281,0.484,0.3438
IMG_00933,IMG_00933_annotation_000,Surface depression,0.5465,0.6635,0.8622,0.1514
IMG_00934,IMG_00934_annotation_000,Manhole,0.7588,0.6316,0.2933,0.1286
IMG_00934,IMG_00934_annotation_001,Surface depression,0.508,0.6034,0.1987,0.1587
IMG_00934,IMG_00934_annotation_002,Surface depression,0.5873,0.3431,0.0881,0.0445
IMG_00935,IMG_00935_annotation_000,Surface depression,0.7139,0.5811,0.5144,0.107
IMG_00936,IMG_00936_annotation_000,Road patch failure,0.3854,0.5349,0.1587,0.0721
IMG_00936,IMG_00936_annotation_001,Pothole,0.7444,0.4201,0.0785,0.0469
IMG_00937,IMG_00937_annotation_000,Manhole,0.4864,0.6286,0.3958,0.1394
IMG_00937,IMG_00937_annotation_001,Surface depression,0.5288,0.3996,0.1635,0.2512
IMG_00938,IMG_00938_annotation_000,Miscellaneous abnormality,0.7973,0.5745,0.4054,0.1635
IMG_00939,IMG_00939_annotation_000,Miscellaneous abnormality,0.7404,0.5349,0.5192,0.2524
IMG_00939,IMG_00939_annotation_001,Surface depression,0.3349,0.3768,0.2821,0.1334
IMG_00940,IMG_00940_annotation_000,Surface depression,0.6787,0.5535,0.1587,0.1575
IMG_00940,IMG_00940_annotation_001,Surface depression,0.8782,0.6436,0.2436,0.2103
IMG_00941,IMG_00941_annotation_000,Surface depression,0.4175,0.6689,0.5304,0.3834
IMG_00941,IMG_00941_annotation_001,Surface depression,0.8149,0.7957,0.3702,0.4087
IMG_00941,IMG_00941_annotation_002,Surface depression,0.3598,0.3972,0.1202,0.1454
IMG_00942,IMG_00942_annotation_000,Crack,0.5761,0.8576,0.601,0.2849
IMG_00943,IMG_00943_annotation_000,Surface depression,0.5152,0.7572,0.7131,0.4856
IMG_00944,IMG_00944_annotation_000,Miscellaneous abnormality,0.4688,0.5132,0.1522,0.125
IMG_00945,IMG_00945_annotation_000,Miscellaneous abnormality,0.8109,0.4165,0.3782,0.1935
IMG_00946,IMG_00946_annotation_000,Surface depression,0.3518,0.5697,0.5946,0.3582
IMG_00947,IMG_00947_annotation_000,Surface depression,0.391,0.6971,0.6058,0.6058
IMG_00948,IMG_00948_annotation_000,Surface depression,0.242,0.6959,0.484,0.2236
IMG_00949,IMG_00949_annotation_000,Surface depression,0.4343,0.39,0.6699,0.2368
IMG_00950,IMG_00950_annotation_000,Surface depression,0.367,0.4357,0.25,0.0541
IMG_00950,IMG_00950_annotation_001,Surface depression,0.6931,0.5108,0.3734,0.0721
IMG_00950,IMG_00950_annotation_002,Surface depression,0.1106,0.4363,0.2212,0.0673
IMG_00950,IMG_00950_annotation_003,Road patch failure,0.7252,0.4225,0.3702,0.0613
IMG_00951,IMG_00951_annotation_000,Surface depression,0.4143,0.4201,0.149,0.1286
IMG_00951,IMG_00951_annotation_001,Pothole,0.5449,0.3822,0.0929,0.0409
IMG_00952,IMG_00952_annotation_000,Surface depression,0.6122,0.0811,0.2596,0.1358
IMG_00952,IMG_00952_annotation_001,Surface depression,0.7171,0.2362,0.2772,0.1094
IMG_00953,IMG_00953_annotation_000,Surface depression,0.4776,0.4225,0.3333,0.1502
IMG_00954,IMG_00954_annotation_000,Pothole,0.6138,0.4579,0.3526,0.0745
IMG_00955,IMG_00955_annotation_000,Surface depression,0.5753,0.4147,0.359,0.0769
IMG_00956,IMG_00956_annotation_000,Pothole,0.5088,0.4669,0.2035,0.0517
IMG_00957,IMG_00957_annotation_000,Pothole,0.5521,0.479,0.1811,0.0685
IMG_00957,IMG_00957_annotation_001,Surface depression,0.5561,0.7752,0.8878,0.4495
IMG_00958,IMG_00958_annotation_000,Pothole,0.3726,0.3468,0.3446,0.1118
IMG_00959,IMG_00959_annotation_000,Manhole,0.3734,0.2957,0.1603,0.0385
IMG_00960,IMG_00960_annotation_000,Surface depression,0.7612,0.5535,0.4776,0.2536
IMG_00961,IMG_00961_annotation_000,Surface depression,0.5393,0.4056,0.2548,0.1214
IMG_00961,IMG_00961_annotation_001,Manhole,0.4327,0.3377,0.0994,0.024
IMG_00961,IMG_00961_annotation_002,Surface depression,0.8822,0.6196,0.2356,0.2224
IMG_00962,IMG_00962_annotation_000,Surface depression,0.633,0.4718,0.1122,0.0805
IMG_00962,IMG_00962_annotation_001,Surface depression,0.7684,0.5751,0.1651,0.1406
IMG_00962,IMG_00962_annotation_002,Surface depression,0.8909,0.6532,0.2176,0.1046
IMG_00963,IMG_00963_annotation_000,Surface depression,0.3502,0.4062,0.1522,0.0938
IMG_00963,IMG_00963_annotation_001,Surface depression,0.4872,0.4982,0.2244,0.1478
IMG_00963,IMG_00963_annotation_002,Surface depression,0.7035,0.613,0.3333,0.1755
IMG_00964,IMG_00964_annotation_000,Surface depression,0.8333,0.5042,0.3045,0.369
IMG_00964,IMG_00964_annotation_001,Surface depression,0.3301,0.0673,0.0769,0.0457
IMG_00965,IMG_00965_annotation_000,Pothole,0.4559,0.399,0.117,0.0577
IMG_00965,IMG_00965_annotation_001,Surface depression,0.8726,0.8023,0.2548,0.3954
IMG_00966,IMG_00966_annotation_000,Pothole,0.8534,0.5589,0.2933,0.2788
IMG_00966,IMG_00966_annotation_001,Surface depression,0.597,0.4243,0.2612,0.1803
IMG_00967,IMG_00967_annotation_000,Manhole,0.8037,0.6532,0.2548,0.107
IMG_00967,IMG_00967_annotation_001,Surface depression,0.1979,0.4838,0.3958,0.0733
IMG_00968,IMG_00968_annotation_000,Manhole,0.8381,0.503,0.2853,0.1478
IMG_00969,IMG_00969_annotation_000,Surface depression,0.8005,0.8173,0.399,0.3654
IMG_00970,IMG_00970_annotation_000,Manhole,0.5817,0.6917,0.3622,0.1575
IMG_00970,IMG_00970_annotation_001,Surface depression,0.8958,0.4375,0.1987,0.0697
IMG_00970,IMG_00970_annotation_002,Manhole,0.4095,0.4171,0.1458,0.0361
IMG_00971,IMG_00971_annotation_000,Surface depression,0.5232,0.4069,0.2612,0.0565
IMG_00972,IMG_00972_annotation_000,Surface depression,0.8285,0.4135,0.3429,0.1298
IMG_00972,IMG_00972_annotation_001,Surface depression,0.3534,0.4399,0.2163,0.1034
IMG_00972,IMG_00972_annotation_002,Manhole,0.5601,0.4165,0.1779,0.0589
IMG_00972,IMG_00972_annotation_003,Manhole,0.5721,0.3516,0.125,0.0421
IMG_00972,IMG_00972_annotation_004,Manhole,0.2877,0.3672,0.1619,0.0373
IMG_00972,IMG_00972_annotation_005,Surface depression,0.1202,0.6887,0.1987,0.363
IMG_00972,IMG_00972_annotation_006,Manhole,0.8726,0.5739,0.2548,0.0974
IMG_00973,IMG_00973_annotation_000,Surface depression,0.6867,0.345,0.3253,0.0986
IMG_00974,IMG_00974_annotation_000,Surface depression,0.6322,0.488,0.7356,0.1466
IMG_00975,IMG_00975_annotation_000,Surface depression,0.4992,0.36,0.1971,0.1454
IMG_00975,IMG_00975_annotation_001,Surface depression,0.8438,0.4663,0.3125,0.1707
IMG_00977,IMG_00977_annotation_000,Surface depression,0.5897,0.7512,0.8205,0.4976
IMG_00980,IMG_00980_annotation_000,Pothole,0.5561,0.3936,0.2596,0.0757
IMG_00981,IMG_00981_annotation_000,Surface depression,0.5168,0.3618,0.2772,0.0553
IMG_00982,IMG_00982_annotation_000,Road patch failure,0.8373,0.5294,0.2035,0.095
IMG_00983,IMG_00983_annotation_000,Pothole,0.4639,0.5956,0.3413,0.1334
IMG_00984,IMG_00984_annotation_000,Pothole,0.2796,0.4195,0.3317,0.113
IMG_00985,IMG_00985_annotation_000,Surface depression,0.6923,0.607,0.6154,0.4135
IMG_00986,IMG_00986_annotation_000,Surface depression,0.5312,0.4808,0.2292,0.0769
IMG_00987,IMG_00987_annotation_000,Surface depression,0.6474,0.5234,0.7051,0.2296
IMG_00988,IMG_00988_annotation_000,Surface depression,0.5048,0.6256,0.9904,0.7488
IMG_00990,IMG_00990_annotation_000,Surface depression,0.5962,0.7374,0.8077,0.5252
IMG_00993,IMG_00993_annotation_000,Surface depression,0.738,0.6881,0.524,0.6238
IMG_00993,IMG_00993_annotation_001,Surface depression,0.2452,0.7331,0.4904,0.5334
IMG_00994,IMG_00994_annotation_000,Surface depression,0.7107,0.2957,0.1843,0.0697
IMG_00995,IMG_00995_annotation_000,Surface depression,0.6442,0.7248,0.7115,0.5505
IMG_00995,IMG_00995_annotation_001,Pothole,0.0905,0.3678,0.1811,0.0938
IMG_00995,IMG_00995_annotation_002,Surface depression,0.4776,0.3798,0.5224,0.0913
IMG_00996,IMG_00996_annotation_000,Surface depression,0.4928,0.4615,0.3413,0.1683
IMG_00996,IMG_00996_annotation_001,Surface depression,0.7787,0.6286,0.442,0.3077
IMG_00997,IMG_00997_annotation_000,Surface depression,0.8462,0.363,0.3077,0.1659
IMG_00999,IMG_00999_annotation_000,Crack,0.3438,0.7398,0.4311,0.4964
IMG_01000,IMG_01000_annotation_000,Surface depression,0.6843,0.5391,0.6314,0.1334
IMG_01001,IMG_01001_annotation_000,Manhole,0.73,0.3774,0.2067,0.0697
IMG_01001,IMG_01001_annotation_001,Surface depression,0.3429,0.4117,0.5641,0.0829
IMG_01002,IMG_01002_annotation_000,Pothole,0.7829,0.5078,0.4343,0.119
IMG_01002,IMG_01002_annotation_001,Surface depression,0.3061,0.5312,0.4551,0.1514
IMG_01003,IMG_01003_annotation_000,Surface depression,0.7564,0.7194,0.4872,0.5613
IMG_01004,IMG_01004_annotation_000,Surface depression,0.4119,0.3726,0.3878,0.1058
IMG_01006,IMG_01006_annotation_000,Manhole,0.5144,0.646,0.3526,0.1767
IMG_01006,IMG_01006_annotation_001,Pothole,0.4199,0.3239,0.1763,0.0469
IMG_01006,IMG_01006_annotation_002,Pothole,0.4431,0.28,0.1426,0.0361
IMG_01006,IMG_01006_annotation_003,Surface depression,0.1466,0.7434,0.2484,0.1671
IMG_01006,IMG_01006_annotation_004,Surface depression,0.8582,0.6599,0.2837,0.1707
IMG_01007,IMG_01007_annotation_000,Manhole,0.6635,0.6737,0.6058,0.3209
IMG_01007,IMG_01007_annotation_001,Surface depression,0.1907,0.2398,0.2404,0.0781
IMG_01008,IMG_01008_annotation_000,Surface depression,0.6409,0.6227,0.7181,0.2497
IMG_01008,IMG_01008_annotation_001,Pothole,0.2951,0.3447,0.2635,0.0858
IMG_01009,IMG_01009_annotation_000,Manhole,0.5106,0.347,0.1593,0.0536
IMG_01009,IMG_01009_annotation_001,Surface depression,0.384,0.3194,0.1307,0.0352
IMG_01009,IMG_01009_annotation_002,Pothole,0.5494,0.4603,0.2451,0.0812
IMG_01009,IMG_01009_annotation_003,Surface depression,0.6362,0.3592,0.1083,0.0659
IMG_01010,IMG_01010_annotation_000,Surface depression,0.479,0.3485,0.3002,0.1915
IMG_01010,IMG_01010_annotation_001,Surface depression,0.6842,0.6947,0.3799,0.3876
IMG_01010,IMG_01010_annotation_002,Pothole,0.3513,0.674,0.192,0.1103
IMG_01011,IMG_01011_annotation_000,Surface depression,0.2053,0.2221,0.0715,0.0306
IMG_01011,IMG_01011_annotation_001,Surface depression,0.2451,0.2612,0.0613,0.023
IMG_01011,IMG_01011_annotation_002,Surface depression,0.3482,0.3079,0.1859,0.0551
IMG_01012,IMG_01012_annotation_000,Surface depression,0.8605,0.8117,0.279,0.3765
IMG_01012,IMG_01012_annotation_001,Pothole,0.384,0.2918,0.1838,0.0628
IMG_01013,IMG_01013_annotation_000,Manhole,0.5065,0.311,0.192,0.0643
IMG_01013,IMG_01013_annotation_001,Surface depression,0.7077,0.5101,0.3288,0.1777
IMG_01014,IMG_01014_annotation_000,Pothole,0.4657,0.2865,0.2206,0.0674
IMG_01015,IMG_01015_annotation_000,Pothole,0.6025,0.5813,0.4167,0.2252
IMG_01016,IMG_01016_annotation_000,Manhole,0.6812,0.4442,0.2145,0.0827
IMG_01016,IMG_01016_annotation_001,Surface depression,0.4851,0.3339,0.1695,0.1134
IMG_01017,IMG_01017_annotation_000,Surface depression,0.8156,0.7537,0.3689,0.4626
IMG_01017,IMG_01017_annotation_001,Surface depression,0.4708,0.4251,0.3002,0.1823
IMG_01018,IMG_01018_annotation_000,Surface depression,0.5137,0.3807,0.1695,0.1945
IMG_01019,IMG_01019_annotation_000,Surface depression,0.4694,0.5597,0.2393,0.1174
IMG_01020,IMG_01020_annotation_000,Surface depression,0.4613,0.7573,0.506,0.334
IMG_01021,IMG_01021_annotation_000,Surface depression,0.4464,0.8844,0.4067,0.2312
IMG_01023,IMG_01023_annotation_000,Surface depression,0.4235,0.6415,0.222,0.3075
IMG_01024,IMG_01024_annotation_000,Surface depression,0.4532,0.6936,0.1451,0.1968
IMG_01025,IMG_01025_annotation_000,Manhole,0.5097,0.6705,0.1364,0.0876
IMG_01025,IMG_01025_annotation_001,Surface depression,0.7945,0.6713,0.411,0.2546
IMG_01026,IMG_01026_annotation_000,Manhole,0.4694,0.7217,0.1451,0.1273
IMG_01027,IMG_01027_annotation_000,Manhole,0.5239,0.8614,0.279,0.1786
IMG_01028,IMG_01028_annotation_000,Surface depression,0.5202,0.5407,0.2617,0.1885
IMG_01029,IMG_01029_annotation_000,Pothole,0.5308,0.5944,0.2902,0.1538
IMG_01030,IMG_01030_annotation_000,Surface depression,0.3423,0.7234,0.6771,0.1438
IMG_01031,IMG_01031_annotation_000,Crack,0.7168,0.749,0.129,0.3142
IMG_01032,IMG_01032_annotation_000,Surface depression,0.5128,0.7027,0.2716,0.2149
IMG_01033,IMG_01033_annotation_000,Road patch failure,0.5022,0.663,0.0818,0.0992
IMG_01034,IMG_01034_annotation_000,Surface depression,0.5326,0.5655,0.1426,0.0628
IMG_01035,IMG_01035_annotation_000,Surface depression,0.6447,0.8032,0.7106,0.3936
IMG_01036,IMG_01036_annotation_000,Manhole,0.4886,0.4514,0.2001,0.0744
IMG_01036,IMG_01036_annotation_001,Surface depression,0.3604,0.5754,0.582,0.1538
IMG_01037,IMG_01037_annotation_000,Manhole,0.7887,0.5518,0.1951,0.067
IMG_01037,IMG_01037_annotation_001,Surface depression,0.4936,0.6913,0.4646,0.1848
IMG_01038,IMG_01038_annotation_000,Surface depression,0.6829,0.5549,0.2216,0.16
IMG_01038,IMG_01038_annotation_001,Manhole,0.1174,0.4948,0.2348,0.0719
IMG_01038,IMG_01038_annotation_002,Surface depression,0.4059,0.5134,0.2728,0.1538
IMG_01039,IMG_01039_annotation_000,Surface depression,0.5374,0.581,0.2381,0.1525
IMG_01040,IMG_01040_annotation_000,Surface depression,0.401,0.6058,0.4845,0.1773
IMG_01041,IMG_01041_annotation_000,Surface depression,0.4993,0.5661,0.2017,0.1302
IMG_01042,IMG_01042_annotation_000,Surface depression,0.5754,0.705,0.3208,0.1277
IMG_01043,IMG_01043_annotation_000,Surface depression,0.5357,0.5605,0.1554,0.0694
IMG_01044,IMG_01044_annotation_000,Surface depression,0.6068,0.6281,0.2778,0.1352
IMG_01045,IMG_01045_annotation_000,Manhole,0.9158,0.581,0.1683,0.093
IMG_01045,IMG_01045_annotation_001,Surface depression,0.3472,0.7803,0.2943,0.4395
IMG_01046,IMG_01046_annotation_000,Manhole,0.1596,0.5475,0.1736,0.0707
IMG_01046,IMG_01046_annotation_001,Surface depression,0.6721,0.6293,0.6399,0.1897
IMG_01048,IMG_01048_annotation_000,Manhole,0.4936,0.5878,0.2364,0.0719
IMG_01049,IMG_01049_annotation_000,Manhole,0.5093,0.8061,0.5357,0.2183
IMG_01049,IMG_01049_annotation_001,Surface depression,0.1248,0.7521,0.2199,0.15
IMG_01050,IMG_01050_annotation_000,Surface depression,0.7786,0.6684,0.4428,0.2505
IMG_01051,IMG_01051_annotation_000,Surface depression,0.2397,0.6622,0.4762,0.248
IMG_01052,IMG_01052_annotation_000,Manhole,0.5241,0.7391,0.3505,0.0868
IMG_01052,IMG_01052_annotation_001,Surface depression,0.5025,0.8051,0.995,0.3899
IMG_01053,IMG_01053_annotation_000,Surface depression,0.3051,0.8429,0.5473,0.3142
IMG_01053,IMG_01053_annotation_001,Road patch failure,0.3224,0.5332,0.1554,0.1066
IMG_01053,IMG_01053_annotation_002,Road patch failure,0.5117,0.6076,0.21,0.0843
IMG_01053,IMG_01053_annotation_003,Manhole,0.8745,0.7521,0.251,0.1079
IMG_01054,IMG_01054_annotation_000,Manhole,0.0794,0.7044,0.1587,0.1463
IMG_01054,IMG_01054_annotation_001,Surface depression,0.5852,0.713,0.8297,0.2902
IMG_01055,IMG_01055_annotation_000,Surface depression,0.4737,0.7168,0.2166,0.0967
IMG_01056,IMG_01056_annotation_000,Manhole,0.6614,0.5388,0.2216,0.0533
IMG_01056,IMG_01056_annotation_001,Surface depression,0.5909,0.5841,0.8181,0.1687
IMG_01057,IMG_01057_annotation_000,Surface depression,0.5622,0.6913,0.2315,0.1376
IMG_01057,IMG_01057_annotation_001,Surface depression,0.148,0.5816,0.296,0.2505
IMG_01058,IMG_01058_annotation_000,Surface depression,0.5522,0.6802,0.8929,0.155
IMG_01059,IMG_01059_annotation_000,Surface depression,0.4043,0.6045,0.2397,0.1897
IMG_01059,IMG_01059_annotation_001,Surface depression,0.7447,0.8416,0.5106,0.3167
IMG_01060,IMG_01060_annotation_000,Surface depression,0.501,0.6734,0.3571,0.1959
IMG_01061,IMG_01061_annotation_000,Surface depression,0.5713,0.607,0.3786,0.1228
IMG_01062,IMG_01062_annotation_000,Manhole,0.506,0.5928,0.4134,0.1414
IMG_01062,IMG_01062_annotation_001,Surface depression,0.2431,0.7858,0.4167,0.1803
IMG_01063,IMG_01063_annotation_000,Road patch failure,0.5332,0.5512,0.167,0.0732
IMG_01064,IMG_01064_annotation_000,Manhole,0.4845,0.5692,0.2712,0.0595
IMG_01065,IMG_01065_annotation_000,Manhole,0.5026,0.6969,0.2778,0.0893
IMG_01066,IMG_01066_annotation_000,Manhole,0.5514,0.5556,0.2894,0.1042
IMG_01067,IMG_01067_annotation_000,Surface depression,0.5316,0.6368,0.2563,0.2319
IMG_01068,IMG_01068_annotation_000,Pothole,0.4696,0.6231,0.4134,0.1203
IMG_01069,IMG_01069_annotation_000,Surface depression,0.5033,0.7139,0.9934,0.5722
IMG_01070,IMG_01070_annotation_000,Manhole,0.4861,0.5785,0.1687,0.0558
IMG_01071,IMG_01071_annotation_000,Manhole,0.5357,0.5723,0.2381,0.0707
IMG_01072,IMG_01072_annotation_000,Manhole,0.506,0.6374,0.248,0.1017
IMG_01073,IMG_01073_annotation_000,Manhole,0.4911,0.6231,0.162,0.0508
IMG_01074,IMG_01074_annotation_000,Manhole,0.6349,0.6684,0.3571,0.1339
IMG_01075,IMG_01075_annotation_000,Manhole,0.7937,0.6256,0.2017,0.0657
IMG_01075,IMG_01075_annotation_001,Pothole,0.7465,0.506,0.1339,0.0298
IMG_01075,IMG_01075_annotation_002,Surface depression,0.5308,0.6337,0.3142,0.0496
IMG_01076,IMG_01076_annotation_000,Manhole,0.4973,0.6804,0.1587,0.0645
IMG_01076,IMG_01076_annotation_001,Surface depression,0.6789,0.7664,0.3088,0.1009
IMG_01076,IMG_01076_annotation_002,Surface depression,0.3838,0.6837,0.1575,0.1703
IMG_01077,IMG_01077_annotation_000,Manhole,0.5165,0.6614,0.1054,0.0562
IMG_01079,IMG_01079_annotation_000,Manhole,0.7788,0.6021,0.1753,0.0682
IMG_01079,IMG_01079_annotation_001,Surface depression,0.42,0.7037,0.3274,0.2493
IMG_01080,IMG_01080_annotation_000,Manhole,0.3803,0.6603,0.2183,0.0682
IMG_01080,IMG_01080_annotation_001,Surface depression,0.0703,0.8178,0.1405,0.2914
IMG_01081,IMG_01081_annotation_000,Surface depression,0.4919,0.5735,0.0942,0.1153
IMG_01081,IMG_01081_annotation_001,Surface depression,0.5572,0.7292,0.1786,0.2009
IMG_01081,IMG_01081_annotation_002,Surface depression,0.6308,0.911,0.2464,0.1776
IMG_01082,IMG_01082_annotation_000,Surface depression,0.5754,0.7025,0.2149,0.284
IMG_01082,IMG_01082_annotation_001,Surface depression,0.5779,0.483,0.124,0.155
IMG_01083,IMG_01083_annotation_000,Surface depression,0.4208,0.81,0.2993,0.38
IMG_01083,IMG_01083_annotation_001,Pothole,0.4754,0.5624,0.3059,0.0508
IMG_01084,IMG_01084_annotation_000,Surface depression,0.5101,0.7161,0.5771,0.2021
IMG_01085,IMG_01085_annotation_000,Manhole,0.4927,0.4688,0.1984,0.0496
IMG_01085,IMG_01085_annotation_001,Manhole,0.7391,0.4731,0.1124,0.0409
IMG_01086,IMG_01086_annotation_000,Manhole,0.1017,0.651,0.2034,0.1612
IMG_01087,IMG_01087_annotation_000,Manhole,0.539,0.5078,0.1786,0.0484
IMG_01087,IMG_01087_annotation_001,Manhole,0.7135,0.6895,0.2133,0.0818
IMG_01087,IMG_01087_annotation_002,Manhole,0.9349,0.6833,0.1303,0.1017
IMG_01087,IMG_01087_annotation_003,Manhole,0.9092,0.5475,0.1815,0.0608
IMG_01088,IMG_01088_annotation_000,Manhole,0.5051,0.6851,0.2001,0.088
IMG_01088,IMG_01088_annotation_001,Manhole,0.853,0.7589,0.294,0.1513
IMG_01088,IMG_01088_annotation_002,Manhole,0.7242,0.5525,0.2017,0.0508
IMG_01088,IMG_01088_annotation_003,Manhole,0.5076,0.4824,0.0926,0.0298
IMG_01088,IMG_01088_annotation_004,Manhole,0.6581,0.4874,0.1323,0.0248
IMG_01088,IMG_01088_annotation_005,Pothole,0.5184,0.4415,0.0711,0.0223
IMG_01089,IMG_01089_annotation_000,Manhole,0.482,0.8234,0.3952,0.1885
IMG_01089,IMG_01089_annotation_001,Manhole,0.477,0.5196,0.1472,0.0521
IMG_01089,IMG_01089_annotation_002,Manhole,0.3828,0.4588,0.0876,0.0322
IMG_01090,IMG_01090_annotation_000,Manhole,0.3332,0.5196,0.2464,0.0868
IMG_01091,IMG_01091_annotation_000,Manhole,0.5093,0.4799,0.1488,0.0546
IMG_01092,IMG_01092_annotation_000,Pothole,0.5514,0.6238,0.4415,0.2158
IMG_01092,IMG_01092_annotation_001,Manhole,0.8805,0.4421,0.0976,0.0335
IMG_01093,IMG_01093_annotation_000,Road patch failure,0.6887,0.7589,0.1604,0.1364
IMG_01094,IMG_01094_annotation_000,Manhole,0.5159,0.5773,0.2149,0.0682
IMG_01095,IMG_01095_annotation_000,Manhole,0.5432,0.6833,0.2067,0.0694
IMG_01096,IMG_01096_annotation_000,Manhole,0.5489,0.6833,0.1753,0.0794
IMG_01097,IMG_01097_annotation_000,Manhole,0.5514,0.6169,0.296,0.098
IMG_01098,IMG_01098_annotation_000,Manhole,0.7035,0.5915,0.1604,0.0521
IMG_01099,IMG_01099_annotation_000,Manhole,0.558,0.5766,0.3092,0.0992
IMG_01100,IMG_01100_annotation_000,Road patch failure,0.6374,0.6262,0.0976,0.0422
IMG_01100,IMG_01100_annotation_001,Surface depression,0.3191,0.8575,0.5159,0.1699
IMG_01101,IMG_01101_annotation_000,Manhole,0.4845,0.6275,0.1753,0.0521
IMG_01101,IMG_01101_annotation_001,Manhole,0.8416,0.5847,0.1687,0.0831
IMG_01101,IMG_01101_annotation_002,Surface depression,0.4696,0.749,0.8929,0.2505
IMG_01102,IMG_01102_annotation_000,Manhole,0.5506,0.5717,0.162,0.0595
IMG_01102,IMG_01102_annotation_001,Manhole,0.1926,0.6393,0.1868,0.0831
IMG_01102,IMG_01102_annotation_002,Surface depression,0.3381,0.7719,0.6763,0.284
IMG_01102,IMG_01102_annotation_003,Surface depression,0.8208,0.5549,0.3585,0.1128
IMG_01103,IMG_01103_annotation_000,Manhole,0.515,0.488,0.1108,0.026
IMG_01103,IMG_01103_annotation_001,Pothole,0.5274,0.5308,0.172,0.0446
IMG_01103,IMG_01103_annotation_002,Surface depression,0.5159,0.6157,0.119,0.1128
IMG_01103,IMG_01103_annotation_003,Surface depression,0.3927,0.7298,0.1637,0.1798
IMG_01103,IMG_01103_annotation_004,Surface depression,0.2612,0.901,0.2811,0.1974
IMG_01104,IMG_01104_annotation_000,Manhole,0.0992,0.8129,0.1984,0.1897
IMG_01104,IMG_01104_annotation_001,Surface depression,0.5002,0.7639,0.4117,0.0893
IMG_01105,IMG_01105_annotation_000,Surface depression,0.5895,0.7719,0.2894,0.4303
IMG_01105,IMG_01105_annotation_001,Surface depression,0.21,0.8243,0.42,0.3514
IMG_01105,IMG_01105_annotation_002,Manhole,0.5274,0.5184,0.2017,0.0645
IMG_01105,IMG_01105_annotation_003,Manhole,0.8581,0.4985,0.1422,0.0496
IMG_01106,IMG_01106_annotation_000,Pothole,0.4663,0.7174,0.4563,0.1873
IMG_01107,IMG_01107_annotation_000,Surface depression,0.8778,0.4799,0.2444,0.0843
IMG_01107,IMG_01107_annotation_001,Surface depression,0.6678,0.7769,0.6644,0.3286
IMG_01108,IMG_01108_annotation_000,Manhole,0.4985,0.6318,0.2927,0.0905
IMG_01108,IMG_01108_annotation_001,Surface depression,0.3886,0.8379,0.7771,0.3242
IMG_01109,IMG_01109_annotation_000,Surface depression,0.2166,0.6052,0.42,0.1042
IMG_01109,IMG_01109_annotation_001,Surface depression,0.6515,0.7323,0.3307,0.2517
IMG_01110,IMG_01110_annotation_000,Manhole,0.5423,0.5704,0.3505,0.1215
IMG_01110,IMG_01110_annotation_001,Pothole,0.2356,0.4514,0.4712,0.0942
IMG_01111,IMG_01111_annotation_000,Surface depression,0.6314,0.7354,0.7371,0.2009
