image_id,abnormality_type,severity,road_type,weather,lighting,occlusion,shape
IMG_00893,,moderate,residential,clear_dry,daylight,none,irregular
IMG_00894,,minor,urban,clear_dry,daylight,none,longitudinal
IMG_00895,,minor,residential,clear_dry,daylight,none,circular
IMG_00896,,moderate,residential,clear_dry,daylight,none,irregular
IMG_00897,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00898,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00899,,minor,residential,clear_dry,daylight,vehicle_occluded,irregular
IMG_00900,,minor,residential,clear_dry,daylight,none,irregular
IMG_00901,,minor,residential,clear_dry,daylight,none,circular
IMG_00902,,severe,urban,clear_dry,daylight,none,circular
IMG_00903,,moderate,residential,cloudy,daylight,none,irregular
IMG_00904,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00905,,minor,residential,clear_dry,daylight,none,circular
IMG_00906,,minor,residential,clear_dry,daylight,none,irregular
IMG_00907,,moderate,residential,clear_dry,daylight,none,irregular
IMG_00908,,moderate,residential,clear_dry,daylight,none,irregular
IMG_00909,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00910,,severe,residential,clear_dry,daylight,none,irregular
IMG_00911,,severe,urban,clear_dry,daylight,none,irregular
IMG_00912,,severe,urban,clear_dry,daylight,none,irregular
IMG_00913,,moderate,residential,clear_dry,daylight,none,circular
IMG_00914,,severe,urban,wet_road,daylight,none,irregular
IMG_00915,,moderate,residential,clear_dry,daylight,none,irregular
IMG_00916,,severe,urban,clear_dry,daylight,none,irregular
IMG_00917,,minor,residential,clear_dry,daylight,none,circular
IMG_00918,,minor,residential,clear_dry,daylight,none,circular
IMG_00919,,moderate,residential,clear_dry,daylight,none,irregular
IMG_00920,,moderate,residential,clear_dry,daylight,none,irregular
IMG_00921,,moderate,residential,clear_dry,daylight,none,irregular
IMG_00922,,minor,residential,clear_dry,daylight,none,circular
IMG_00923,,moderate,residential,clear_dry,daylight,none,irregular
IMG_00924,,severe,residential,wet_road,daylight,none,irregular
IMG_00925,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00926,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00927,,minor,urban,clear_dry,daylight,none,circular
IMG_00928,,minor,residential,clear_dry,daylight,none,irregular
IMG_00929,,minor,urban,cloudy,daylight,none,circular
IMG_00930,,moderate,residential,clear_dry,daylight,none,irregular
IMG_00931,,minor,urban,clear_dry,daylight,none,circular
IMG_00932,,moderate,residential,clear_dry,daylight,none,irregular
IMG_00933,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00934,,minor,residential,clear_dry,daylight,none,irregular
IMG_00935,,moderate,residential,clear_dry,daylight,none,irregular
IMG_00936,,moderate,residential,wet_road,daylight,none,irregular
IMG_00937,,moderate,residential,clear_dry,daylight,none,irregular
IMG_00938,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00939,,severe,urban,clear_dry,daylight,none,irregular
IMG_00940,,severe,urban,cloudy,daylight,partial,irregular
IMG_00941,,severe,urban,clear_dry,daylight,none,irregular
IMG_00942,,severe,urban,clear_dry,daylight,none,irregular
IMG_00943,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00944,,moderate,urban,clear_dry,daylight,partial,irregular
IMG_00945,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00946,,severe,urban,clear_dry,daylight,none,irregular
IMG_00947,,severe,urban,clear_dry,daylight,none,irregular
IMG_00948,,severe,urban,clear_dry,daylight,none,irregular
IMG_00949,,severe,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00950,,severe,urban,clear_dry,daylight,none,irregular
IMG_00951,,severe,urban,wet_road,daylight,none,irregular
IMG_00952,,severe,urban,wet_road,daylight,partial,irregular
IMG_00953,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00954,,severe,urban,clear_dry,daylight,none,irregular
IMG_00955,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00956,,severe,urban,clear_dry,daylight,none,irregular
IMG_00957,,severe,urban,clear_dry,daylight,none,irregular
IMG_00958,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00959,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00960,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00961,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00962,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00963,,severe,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00964,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00965,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00966,,severe,urban,clear_dry,daylight,none,irregular
IMG_00967,,minor,urban,clear_dry,daylight,none,irregular
IMG_00968,,minor,urban,clear_dry,daylight,none,circular
IMG_00969,,minor,urban,clear_dry,daylight,none,irregular
IMG_00970,,minor,urban,clear_dry,daylight,none,circular
IMG_00971,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00972,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00973,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00974,,minor,urban,clear_dry,shadow,none,irregular
IMG_00975,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00976,,minor,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00977,,moderate,residential,clear_dry,daylight,none,irregular
IMG_00978,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00979,,moderate,residential,clear_dry,daylight,none,irregular
IMG_00980,,minor,urban,clear_dry,daylight,none,circular
IMG_00981,,moderate,residential,clear_dry,daylight,none,irregular
IMG_00982,,severe,residential,clear_dry,daylight,none,irregular
IMG_00983,,minor,urban,clear_dry,daylight,none,circular
IMG_00984,,minor,urban,clear_dry,daylight,partial,circular
IMG_00985,,moderate,residential,clear_dry,daylight,none,irregular
IMG_00986,,severe,urban,clear_dry,daylight,none,irregular
IMG_00987,,severe,urban,clear_dry,daylight,none,irregular
IMG_00988,,severe,urban,clear_dry,daylight,none,irregular
IMG_00989,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00990,,moderate,residential,clear_dry,daylight,none,irregular
IMG_00991,,minor,rural,clear_dry,daylight,none,irregular
IMG_00992,,severe,rural,clear_dry,daylight,none,irregular
IMG_00993,,severe,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_00994,,severe,urban,clear_dry,daylight,none,irregular
IMG_00995,,severe,urban,clear_dry,daylight,none,irregular
IMG_00996,,moderate,urban,clear_dry,daylight,none,irregular
IMG_00997,,severe,residential,clear_dry,daylight,none,irregular
IMG_00998,,moderate,residential,clear_dry,daylight,none,irregular
IMG_00999,,minor,residential,clear_dry,daylight,none,irregular
IMG_01000,,moderate,residential,clear_dry,daylight,partial,irregular
IMG_01001,,minor,urban,clear_dry,daylight,none,irregular
IMG_01002,,moderate,residential,clear_dry,daylight,none,irregular
IMG_01003,,moderate,residential,clear_dry,daylight,none,irregular
IMG_01004,,minor,urban,clear_dry,daylight,none,irregular
IMG_01005,,severe,urban,clear_dry,daylight,none,irregular
IMG_01006,,moderate,urban,clear_dry,daylight,none,irregular
IMG_01007,,moderate,urban,clear_dry,daylight,none,irregular
IMG_01008,,moderate,urban,clear_dry,daylight,none,irregular
IMG_01009,,moderate,urban,clear_dry,daylight,none,irregular
IMG_01010,,minor,urban,clear_dry,daylight,none,irregular
IMG_01011,,moderate,urban,cloudy,daylight,none,irregular
IMG_01012,,moderate,urban,cloudy,daylight,none,irregular
IMG_01013,,minor,urban,cloudy,daylight,none,irregular
IMG_01014,,minor,urban,clear_dry,daylight,none,circular
IMG_01015,,moderate,urban,clear_dry,daylight,none,irregular
IMG_01016,,severe,urban,wet_road,daylight,none,irregular
IMG_01017,,severe,urban,cloudy,daylight,none,irregular
IMG_01018,,severe,urban,clear_dry,daylight,none,irregular
IMG_01019,,moderate,urban,cloudy,daylight,none,irregular
IMG_01020,,moderate,urban,cloudy,daylight,none,irregular
IMG_01021,,minor,residential,cloudy,daylight,none,irregular
IMG_01022,,minor,urban,cloudy,daylight,partial,irregular
IMG_01023,,moderate,residential,clear_dry,daylight,none,irregular
IMG_01024,,minor,residential,clear_dry,daylight,partial,irregular
IMG_01025,,minor,urban,wet_road,daylight,none,circular
IMG_01026,,minor,urban,wet_road,daylight,none,circular
IMG_01027,,moderate,residential,clear_dry,daylight,none,circular
IMG_01028,,severe,residential,wet_road,daylight,partial,irregular
IMG_01029,,moderate,residential,wet_road,daylight,none,irregular
IMG_01030,,moderate,residential,clear_dry,daylight,none,transverse
IMG_01031,,severe,residential,clear_dry,daylight,none,irregular
IMG_01032,,moderate,residential,wet_road,night,partial,irregular
IMG_01033,,minor,rural,clear_dry,daylight,none,circular
IMG_01034,,minor,residential,clear_dry,night,none,irregular
IMG_01035,,moderate,urban,wet_road,night,none,irregular
IMG_01036,,moderate,urban,clear_dry,night,none,irregular
IMG_01037,,moderate,urban,clear_dry,night,none,irregular
IMG_01038,,moderate,urban,clear_dry,night,partial,irregular
IMG_01039,,moderate,urban,clear_dry,night,partial,irregular
IMG_01040,,moderate,urban,clear_dry,night,none,longitudinal
IMG_01041,,minor,urban,clear_dry,daylight,none,irregular
IMG_01042,,minor,residential,clear_dry,daylight,none,circular
IMG_01043,,moderate,urban,wet_road,daylight,none,irregular
IMG_01044,,moderate,urban,clear_dry,daylight,none,irregular
IMG_01045,,minor,urban,clear_dry,daylight,none,longitudinal
IMG_01046,,moderate,urban,clear_dry,daylight,none,irregular
IMG_01047,,minor,urban,clear_dry,daylight,none,irregular
IMG_01048,,moderate,urban,clear_dry,daylight,none,circular
IMG_01049,,moderate,residential,clear_dry,daylight,none,circular
IMG_01050,,moderate,urban,clear_dry,daylight,none,irregular
IMG_01051,,moderate,urban,clear_dry,daylight,none,irregular
IMG_01052,,moderate,urban,clear_dry,daylight,none,irregular
IMG_01053,,moderate,urban,clear_dry,daylight,none,irregular
IMG_01054,,moderate,urban,clear_dry,daylight,none,irregular
IMG_01055,,minor,urban,clear_dry,daylight,vehicle_occluded,irregular
IMG_01056,,moderate,urban,clear_dry,daylight,none,irregular
IMG_01057,,moderate,residential,clear_dry,daylight,none,irregular
IMG_01058,,minor,urban,clear_dry,daylight,none,longitudinal
IMG_01059,,moderate,urban,clear_dry,daylight,none,irregular
IMG_01060,,moderate,urban,clear_dry,daylight,none,irregular
IMG_01061,,moderate,urban,clear_dry,daylight,none,irregular
IMG_01062,,minor,urban,clear_dry,daylight,none,circular
IMG_01063,,minor,urban,clear_dry,daylight,none,irregular
IMG_01064,,minor,urban,clear_dry,daylight,none,circular
IMG_01065,,minor,urban,clear_dry,daylight,none,circular
IMG_01066,,minor,urban,clear_dry,daylight,none,circular
IMG_01067,,moderate,urban,clear_dry,daylight,none,irregular
IMG_01068,,moderate,urban,clear_dry,daylight,none,circular
IMG_01069,,severe,urban,clear_dry,daylight,none,irregular
IMG_01070,,minor,urban,clear_dry,daylight,none,circular
IMG_01071,,minor,urban,clear_dry,daylight,none,circular
IMG_01072,,minor,urban,clear_dry,daylight,none,circular
IMG_01073,,minor,residential,clear_dry,daylight,none,circular
IMG_01074,,minor,urban,wet_road,daylight,none,circular
IMG_01075,,moderate,urban,clear_dry,daylight,none,irregular
IMG_01076,,moderate,residential,clear_dry,daylight,none,irregular
IMG_01077,,moderate,urban,clear_dry,daylight,partial,irregular
IMG_01078,,moderate,residential,wet_road,daylight,none,irregular
IMG_01079,,moderate,residential,clear_dry,daylight,none,irregular
IMG_01080,,minor,residential,clear_dry,daylight,none,circular
IMG_01081,,minor,urban,wet_road,daylight,none,irregular
IMG_01082,,moderate,urban,wet_road,daylight,none,longitudinal
IMG_01083,,moderate,residential,clear_dry,daylight,none,irregular
IMG_01084,,moderate,residential,clear_dry,daylight,none,irregular
IMG_01085,,minor,urban,clear_dry,daylight,none,circular
IMG_01086,,minor,urban,clear_dry,daylight,partial,irregular
IMG_01087,,minor,urban,clear_dry,daylight,none,circular
IMG_01088,,minor,urban,clear_dry,daylight,none,irregular
IMG_01089,,minor,urban,clear_dry,daylight,partial,irregular
IMG_01090,,minor,urban,clear_dry,daylight,none,irregular
IMG_01091,,minor,urban,clear_dry,daylight,none,irregular
IMG_01092,,moderate,urban,clear_dry,daylight,none,irregular
IMG_01093,,moderate,urban,clear_dry,daylight,none,irregular
IMG_01094,,minor,urban,clear_dry,daylight,none,circular
IMG_01095,,minor,urban,clear_dry,daylight,none,irregular
IMG_01096,,minor,urban,clear_dry,daylight,none,irregular
IMG_01097,,moderate,urban,clear_dry,daylight,none,circular
IMG_01098,,minor,urban,clear_dry,daylight,none,irregular
IMG_01099,,minor,urban,clear_dry,daylight,none,circular
IMG_01100,,moderate,urban,clear_dry,daylight,none,irregular
IMG_01101,,severe,urban,clear_dry,daylight,none,irregular
IMG_01102,,severe,urban,clear_dry,daylight,none,irregular
IMG_01103,,moderate,urban,clear_dry,daylight,none,irregular
IMG_01104,,moderate,residential,clear_dry,daylight,none,longitudinal
IMG_01105,,severe,residential,clear_dry,daylight,partial,irregular
IMG_01106,,severe,urban,clear_dry,daylight,partial,irregular
IMG_01107,,severe,urban,clear_dry,daylight,none,irregular
IMG_01108,,moderate,urban,clear_dry,daylight,none,irregular
IMG_01109,,moderate,urban,clear_dry,daylight,partial,irregular
IMG_01110,,minor,urban,clear_dry,daylight,none,circular
IMG_01111,,moderate,urban,clear_dry,daylight,partial,irregular
IMG_01112,,moderate,urban,clear_dry,daylight,none,irregular
IMG_01113,,moderate,urban,clear_dry,daylight,none,irregular
IMG_01114,,moderate,urban,clear_dry,daylight,none,irregular
IMG_01115,,minor,residential,clear_dry,daylight,none,circular
IMG_01116,,moderate,urban,clear_dry,daylight,none,circular
IMG_01117,,minor,urban,clear_dry,daylight,none,irregular
IMG_01118,,minor,urban,clear_dry,daylight,none,circular
IMG_01119,,severe,residential,clear_dry,daylight,none,irregular
IMG_01120,,severe,urban,clear_dry,daylight,partial,irregular
IMG_01121,,severe,urban,clear_dry,daylight,partial,irregular
IMG_01122,,severe,residential,clear_dry,daylight,none,irregular
IMG_01123,,severe,residential,clear_dry,daylight,none,irregular
IMG_01124,,moderate,urban,clear_dry,daylight,none,irregular
IMG_01125,,moderate,residential,wet_road,daylight,none,irregular
IMG_01126,,moderate,residential,clear_dry,daylight,none,irregular
IMG_01127,,minor,residential,clear_dry,daylight,none,irregular
IMG_01128,,moderate,residential,clear_dry,daylight,none,longitudinal
IMG_01129,,moderate,residential,clear_dry,daylight,none,irregular
IMG_01130,,minor,residential,clear_dry,daylight,none,circular
IMG_01131,,moderate,urban,clear_dry,daylight,none,irregular
IMG_01132,,moderate,residential,clear_dry,daylight,none,irregular
IMG_01133,,minor,residential,clear_dry,daylight,none,circular
IMG_01134,,minor,urban,clear_dry,daylight,none,irregular
IMG_01135,,minor,urban,clear_dry,daylight,none,circular
IMG_01136,,moderate,urban,clear_dry,daylight,none,transverse
IMG_01137,,minor,urban,clear_dry,daylight,none,circular
IMG_01138,,minor,urban,clear_dry,daylight,none,irregular
IMG_01139,,moderate,urban,clear_dry,daylight,none,irregular
IMG_01140,,minor,urban,clear_dry,daylight,none,irregular
IMG_01141,,minor,urban,clear_dry,daylight,none,irregular
IMG_01142,,moderate,urban,cloudy,daylight,none,irregular
IMG_01143,,minor,urban,clear_dry,daylight,none,irregular
IMG_01144,,moderate,rural,clear_dry,night,none,irregular
IMG_01145,,moderate,urban,clear_dry,night,vehicle_occluded,irregular
IMG_01146,,moderate,urban,clear_dry,night,none,irregular
IMG_01147,,severe,urban,clear_dry,night,none,irregular
IMG_01148,,minor,urban,clear_dry,night,none,irregular
IMG_01149,,moderate,residential,clear_dry,night,none,irregular
IMG_01150,,severe,urban,clear_dry,night,none,irregular
IMG_01151,,severe,urban,clear_dry,night,none,irregular
IMG_01152,,minor,residential,clear_dry,night,none,circular
IMG_01153,,severe,urban,clear_dry,night,none,irregular
IMG_01154,,severe,urban,clear_dry,night,none,irregular
IMG_01155,,severe,rural,clear_dry,daylight,none,longitudinal
IMG_01156,,severe,urban,clear_dry,night,none,irregular
IMG_01157,,severe,urban,clear_dry,night,none,irregular
IMG_01158,,minor,urban,clear_dry,night,none,irregular
IMG_01159,,minor,urban,clear_dry,night,none,irregular
IMG_01160,,moderate,urban,clear_dry,daylight,none,irregular
IMG_01161,,minor,urban,clear_dry,night,none,circular
IMG_01162,,minor,urban,clear_dry,night,none,circular
IMG_01163,,minor,urban,clear_dry,daylight,none,circular
IMG_01164,,minor,urban,clear_dry,night,none,circular
IMG_01165,,moderate,urban,clear_dry,night,none,circular
IMG_01166,,severe,urban,wet_road,night,none,longitudinal
IMG_01167,,minor,residential,clear_dry,shadow,none,irregular
IMG_01168,,moderate,urban,wet_road,night,none,circular
IMG_01169,,severe,rural,clear_dry,night,none,irregular
IMG_01170,,moderate,residential,clear_dry,night,none,irregular
IMG_01171,,severe,urban,clear_dry,night,none,longitudinal
IMG_01172,,minor,urban,clear_dry,night,none,irregular
IMG_01173,,moderate,urban,clear_dry,night,none,irregular
IMG_01174,,severe,urban,clear_dry,night,none,irregular
IMG_01175,,minor,urban,clear_dry,night,none,irregular
IMG_01176,,minor,residential,clear_dry,night,none,circular
IMG_01177,,moderate,urban,clear_dry,night,partial,longitudinal
IMG_01178,,minor,urban,clear_dry,night,none,circular
IMG_01179,,severe,urban,wet_road,night,none,irregular
IMG_01180,,moderate,urban,clear_dry,low_light,none,irregular
IMG_01181,,severe,urban,clear_dry,daylight,none,irregular
IMG_01182,,minor,urban,clear_dry,low_light,none,circular
IMG_01183,,minor,urban,clear_dry,night,none,circular
IMG_01184,,minor,residential,clear_dry,night,none,circular
IMG_01185,,moderate,urban,clear_dry,daylight,none,circular
IMG_01186,,moderate,urban,wet_road,daylight,none,irregular
IMG_01187,,moderate,urban,clear_dry,daylight,none,irregular
IMG_01188,,severe,urban,clear_dry,daylight,none,irregular
IMG_01189,,moderate,urban,clear_dry,daylight,none,longitudinal
IMG_01190,,moderate,residential,clear_dry,night,none,transverse
IMG_01191,,moderate,urban,clear_dry,daylight,none,longitudinal
IMG_01192,,moderate,urban,clear_dry,daylight,none,irregular
IMG_01193,,minor,residential,clear_dry,night,none,irregular
IMG_01194,,minor,residential,clear_dry,night,none,irregular
IMG_01195,,minor,urban,clear_dry,daylight,none,circular
IMG_01196,,moderate,residential,clear_dry,night,none,irregular
IMG_01197,,moderate,residential,clear_dry,low_light,none,irregular
IMG_01198,,minor,urban,clear_dry,night,none,irregular
IMG_01199,,moderate,residential,clear_dry,night,none,irregular
IMG_01200,,minor,urban,clear_dry,night,none,circular
IMG_01201,,moderate,urban,wet_road,daylight,none,circular
IMG_01202,,minor,urban,clear_dry,daylight,none,circular
IMG_01203,,minor,urban,clear_dry,daylight,none,circular
IMG_01204,,minor,urban,clear_dry,night,none,irregular
IMG_01205,,minor,urban,clear_dry,night,none,irregular
IMG_01206,,moderate,urban,clear_dry,low_light,none,irregular
IMG_01207,,moderate,urban,clear_dry,night,none,irregular
IMG_01208,,moderate,urban,clear_dry,night,none,irregular
IMG_01209,,moderate,urban,clear_dry,night,partial,irregular
IMG_01210,,moderate,urban,clear_dry,night,partial,irregular
IMG_01211,,minor,urban,clear_dry,night,none,circular
IMG_01212,,minor,urban,clear_dry,night,none,circular
IMG_01213,,moderate,urban,clear_dry,night,none,irregular
IMG_01214,,minor,urban,clear_dry,night,none,irregular
IMG_01215,,moderate,urban,clear_dry,night,none,irregular
IMG_01216,,moderate,urban,clear_dry,night,none,irregular
IMG_01217,,minor,urban,clear_dry,night,none,irregular
IMG_01218,,minor,urban,clear_dry,night,none,circular
IMG_01219,,minor,urban,clear_dry,shadow,partial,circular
IMG_01220,,minor,residential,clear_dry,night,none,irregular
IMG_01221,,minor,residential,clear_dry,shadow,none,irregular
IMG_01222,,minor,urban,clear_dry,night,none,longitudinal
IMG_01223,,minor,residential,clear_dry,night,partial,circular
IMG_01224,,minor,urban,wet_road,night,none,circular
IMG_01225,,minor,residential,clear_dry,night,none,irregular
IMG_01226,,moderate,urban,clear_dry,night,none,irregular
IMG_01227,,minor,urban,clear_dry,night,none,irregular
IMG_01228,,minor,urban,clear_dry,night,none,irregular
IMG_01229,,moderate,residential,wet_road,night,none,irregular
IMG_01230,,moderate,urban,clear_dry,daylight,none,irregular
IMG_01231,,minor,urban,clear_dry,night,none,irregular
IMG_01232,,moderate,urban,clear_dry,night,none,irregular
IMG_01233,,minor,residential,clear_dry,daylight,none,longitudinal
IMG_01234,,moderate,urban,clear_dry,night,none,irregular
IMG_01235,,moderate,urban,clear_dry,night,none,irregular
IMG_01236,,moderate,urban,clear_dry,night,partial,irregular
IMG_01237,,moderate,urban,clear_dry,night,none,irregular
IMG_01238,,minor,urban,clear_dry,shadow,partial,circular
IMG_01239,,moderate,residential,clear_dry,night,none,irregular
IMG_01240,,moderate,residential,clear_dry,shadow,none,irregular
IMG_01241,,minor,residential,clear_dry,night,vehicle_occluded,longitudinal
IMG_01242,,minor,residential,clear_dry,night,none,irregular
IMG_01243,,minor,residential,clear_dry,night,partial,longitudinal
IMG_01244,,moderate,urban,clear_dry,night,vehicle_occluded,longitudinal
IMG_01245,,moderate,urban,clear_dry,night,none,longitudinal
IMG_01246,,moderate,urban,wet_road,low_light,vehicle_occluded,irregular
IMG_01247,,moderate,residential,clear_dry,low_light,none,irregular
IMG_01248,,moderate,residential,clear_dry,night,partial,irregular
IMG_01249,,minor,residential,clear_dry,night,none,circular
IMG_01250,,severe,residential,clear_dry,night,none,irregular
IMG_01251,,moderate,residential,clear_dry,night,none,circular
IMG_01252,,severe,urban,clear_dry,night,none,circular
IMG_01253,,moderate,residential,clear_dry,night,none,circular
IMG_01254,,moderate,urban,clear_dry,night,none,irregular
IMG_01255,,moderate,urban,clear_dry,night,none,irregular
IMG_01256,,moderate,urban,clear_dry,night,none,circular
IMG_01257,,minor,urban,clear_dry,night,none,circular
IMG_01258,,moderate,urban,clear_dry,night,none,longitudinal
IMG_01259,,minor,residential,clear_dry,night,none,longitudinal
IMG_01260,,minor,residential,clear_dry,night,none,circular
IMG_01261,,moderate,residential,clear_dry,night,none,circular
IMG_01262,,moderate,residential,clear_dry,night,none,circular
IMG_01263,,moderate,urban,clear_dry,night,none,longitudinal
IMG_01264,,severe,urban,clear_dry,night,none,irregular
IMG_01265,,severe,urban,wet_road,night,none,irregular
IMG_01266,,minor,residential,clear_dry,night,none,circular
IMG_01267,,minor,residential,clear_dry,night,none,circular
IMG_01268,,minor,residential,clear_dry,night,none,circular
IMG_01269,,severe,residential,wet_road,night,none,irregular
IMG_01270,,moderate,residential,clear_dry,daylight,none,irregular
IMG_01271,,severe,residential,clear_dry,night,none,irregular
IMG_01272,,moderate,urban,clear_dry,daylight,none,irregular
IMG_01273,,moderate,residential,clear_dry,night,none,irregular
IMG_01274,,minor,residential,clear_dry,night,none,irregular
IMG_01275,,moderate,residential,clear_dry,night,none,irregular
IMG_01276,,minor,residential,clear_dry,night,none,irregular
IMG_01277,,moderate,residential,wet_road,night,none,longitudinal
IMG_01278,,moderate,residential,clear_dry,night,none,longitudinal
IMG_01279,,minor,urban,clear_dry,daylight,none,circular
IMG_01280,,moderate,residential,clear_dry,night,none,circular
IMG_01281,,severe,residential,clear_dry,night,none,circular
IMG_01282,,severe,residential,clear_dry,night,none,irregular
IMG_01283,,minor,urban,clear_dry,low_light,heavy,irregular
IMG_01284,,moderate,urban,clear_dry,low_light,none,irregular
IMG_01285,,moderate,residential,clear_dry,night,none,longitudinal
IMG_01286,,moderate,residential,wet_road,night,none,longitudinal
IMG_01287,,moderate,urban,clear_dry,night,none,transverse
IMG_01288,,minor,residential,clear_dry,shadow,none,irregular
IMG_01289,,minor,urban,clear_dry,night,none,irregular
IMG_01290,,minor,urban,clear_dry,low_light,none,irregular
IMG_01291,,minor,residential,clear_dry,night,none,circular
IMG_01292,,minor,residential,clear_dry,night,none,circular
IMG_01293,,moderate,residential,clear_dry,night,none,irregular
IMG_01294,,severe,urban,wet_road,night,none,circular
IMG_01295,,minor,residential,wet_road,night,none,irregular
IMG_01296,,minor,residential,clear_dry,night,none,irregular
IMG_01297,,minor,urban,clear_dry,night,none,longitudinal
IMG_01298,,minor,urban,clear_dry,night,none,circular
IMG_01299,,minor,urban,clear_dry,night,none,circular
IMG_01300,,minor,residential,clear_dry,night,none,circular
IMG_01301,,minor,residential,clear_dry,night,none,circular
IMG_01302,,minor,urban,clear_dry,night,none,circular
IMG_01303,,moderate,residential,clear_dry,night,none,longitudinal
IMG_01304,,moderate,urban,clear_dry,night,none,irregular
IMG_01305,,moderate,residential,clear_dry,night,none,irregular
IMG_01306,,severe,residential,clear_dry,night,none,irregular
IMG_01307,,minor,residential,clear_dry,night,none,circular
IMG_01308,,minor,residential,clear_dry,night,partial,irregular
IMG_01309,,moderate,residential,clear_dry,night,none,circular
IMG_01310,,moderate,residential,clear_dry,night,none,irregular
IMG_01311,,minor,urban,clear_dry,night,partial,circular
IMG_01312,,minor,residential,clear_dry,night,none,circular
IMG_01313,,minor,urban,clear_dry,daylight,none,circular
IMG_01314,,moderate,urban,clear_dry,night,none,irregular
IMG_01315,,severe,urban,clear_dry,night,none,irregular
IMG_01316,,minor,urban,clear_dry,night,none,irregular
IMG_01317,,minor,urban,clear_dry,night,none,circular
IMG_01318,,moderate,urban,clear_dry,night,none,irregular
IMG_01319,,minor,urban,clear_dry,night,object_occluded,irregular
IMG_01320,,severe,urban,clear_dry,night,none,irregular
IMG_01321,,severe,residential,clear_dry,night,none,irregular
IMG_01322,,severe,residential,clear_dry,night,none,irregular
IMG_01323,,minor,urban,clear_dry,night,none,irregular
IMG_01324,,severe,urban,clear_dry,night,none,irregular
IMG_01325,,minor,residential,clear_dry,night,none,irregular
IMG_01326,,moderate,urban,clear_dry,night,none,irregular
IMG_01327,,moderate,urban,clear_dry,night,none,irregular
IMG_01328,,severe,urban,clear_dry,night,none,irregular
IMG_01329,,severe,residential,clear_dry,night,none,irregular
IMG_01330,,moderate,residential,clear_dry,night,partial,irregular
IMG_01331,,moderate,residential,clear_dry,night,none,irregular
IMG_01332,,severe,residential,clear_dry,night,none,irregular
IMG_01333,,moderate,urban,clear_dry,night,none,irregular
IMG_01334,,severe,urban,clear_dry,night,none,irregular
IMG_01335,,moderate,residential,wet_road,night,none,irregular
IMG_01336,,severe,urban,wet_road,night,none,irregular
IMG_01337,,moderate,residential,clear_dry,night,none,longitudinal
IMG_01338,,minor,urban,clear_dry,low_light,none,irregular
IMG_01339,,moderate,urban,clear_dry,night,none,irregular
IMG_01340,,severe,urban,clear_dry,night,none,irregular
IMG_01341,,minor,urban,clear_dry,night,none,irregular
IMG_01342,,minor,urban,clear_dry,night,none,irregular
IMG_01343,,moderate,urban,clear_dry,night,none,irregular
IMG_01344,,moderate,urban,clear_dry,night,none,irregular
IMG_01345,,minor,urban,clear_dry,night,none,irregular
IMG_01346,,moderate,urban,clear_dry,night,none,longitudinal
IMG_01347,,minor,urban,clear_dry,night,none,irregular
IMG_01348,,minor,urban,clear_dry,low_light,none,irregular
IMG_01349,,moderate,urban,clear_dry,night,partial,irregular
IMG_01350,,severe,urban,clear_dry,night,none,irregular
IMG_01351,,severe,urban,clear_dry,night,none,irregular
IMG_01352,,minor,urban,clear_dry,night,none,circular
IMG_01353,,minor,urban,clear_dry,night,none,irregular
IMG_01354,,minor,urban,clear_dry,night,none,irregular
IMG_01355,,minor,urban,clear_dry,night,none,circular
IMG_01356,,minor,urban,wet_road,daylight,none,circular
IMG_01357,,minor,residential,clear_dry,night,none,circular
IMG_01358,,moderate,urban,clear_dry,night,none,irregular
IMG_01359,,moderate,urban,clear_dry,night,none,irregular
IMG_01360,,severe,urban,clear_dry,night,none,irregular
IMG_01361,,moderate,urban,clear_dry,night,none,irregular
IMG_01362,,minor,urban,clear_dry,night,none,irregular
