image_id,collection_state,district,latitude_grid,longitude_grid,pavement_type,traffic_density,collection_season,nearby_feature,slope_type,road_width_category,intersection_proximity
IMG_01061,Tamil Nadu,Chennai,12.982283,80.240449,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_01062,Tamil Nadu,Chennai,12.987245,80.249478,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_01063,Tamil Nadu,Chennai,13.007056,80.222009,asphalt,low,summer,construction_site,flat,medium,mid_block
IMG_01064,Tamil Nadu,Chennai,12.987529,80.241696,asphalt,low,summer,commercial_area,flat,medium,near_intersection
IMG_01065,Tamil Nadu,Chennai,12.994901,80.245502,asphalt,low,summer,commercial_area,flat,narrow,mid_block
IMG_01066,Tamil Nadu,Chennai,13.005418,80.225944,asphalt,medium,summer,commercial_area,flat,medium,near_intersection
IMG_01067,Tamil Nadu,Chennai,12.983098,80.233865,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_01068,Tamil Nadu,Chennai,12.993358,80.235049,asphalt,low,summer,residential_building,flat,medium,mid_block
IMG_01069,Tamil Nadu,Chennai,13.002955,80.24184,mixed,low,summer,none,flat,medium,mid_block
IMG_01070,Tamil Nadu,Chennai,12.9927,80.230845,asphalt,low,summer,residential_building,flat,medium,mid_block
IMG_01071,Tamil Nadu,Chennai,13.00712,80.227861,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_01072,Tamil Nadu,Chennai,12.986028,80.234443,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_01073,Tamil Nadu,Chennai,12.993305,80.228845,asphalt,low,summer,residential_building,flat,medium,mid_block
IMG_01074,Tamil Nadu,Chennai,12.9879,80.250065,asphalt,low,summer,commercial_area,flat,narrow,mid_block
IMG_01075,Tamil Nadu,Chennai,12.993973,80.248027,asphalt,low,summer,commercial_area,flat,narrow,mid_block
IMG_01076,Tamil Nadu,Chennai,12.99734,80.221342,asphalt,low,summer,residential_building,flat,narrow,mid_block
IMG_01077,Tamil Nadu,Chennai,13.006712,80.225151,asphalt,low,summer,commercial_area,flat,narrow,mid_block
IMG_01078,Tamil Nadu,Chennai,12.995308,80.226712,concrete,low,monsoon,residential_building,flat,narrow,mid_block
IMG_01079,Tamil Nadu,Chennai,12.988384,80.245484,asphalt,low,summer,residential_building,flat,narrow,mid_block
IMG_01080,Tamil Nadu,Chennai,12.994346,80.2336,asphalt,low,summer,residential_building,flat,narrow,mid_block
IMG_01081,Tamil Nadu,Chennai,12.997511,80.243323,mixed,low,summer,commercial_area,flat,narrow,mid_block
IMG_01082,Tamil Nadu,Chennai,12.984915,80.229443,concrete,low,monsoon,commercial_area,flat,narrow,mid_block
IMG_01083,Tamil Nadu,Chennai,12.997084,80.244296,mixed,low,summer,residential_building,flat,narrow,mid_block
IMG_01084,Tamil Nadu,Chennai,12.981849,80.238905,mixed,low,summer,residential_building,flat,narrow,near_intersection
IMG_01085,Tamil Nadu,Chennai,12.995849,80.247743,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_01086,Tamil Nadu,Chennai,12.984998,80.2513,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_01087,Tamil Nadu,Chennai,12.998744,80.241901,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_01088,Tamil Nadu,Chennai,13.008019,80.227781,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_01089,Tamil Nadu,Chennai,12.998728,80.240063,asphalt,medium,summer,commercial_area,flat,medium,mid_block
IMG_01090,Tamil Nadu,Chennai,12.993222,80.238888,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_01091,Tamil Nadu,Chennai,12.986469,80.24325,asphalt,low,summer,commercial_area,flat,medium,near_intersection
IMG_01092,Tamil Nadu,Chennai,12.987551,80.232704,asphalt,low,summer,commercial_area,flat,narrow,mid_block
IMG_01093,Tamil Nadu,Chennai,13.001152,80.229551,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_01094,Tamil Nadu,Chennai,12.989985,80.244424,asphalt,low,summer,commercial_area,flat,medium,at_intersection
IMG_01095,Tamil Nadu,Chennai,12.982332,80.234761,asphalt,medium,summer,commercial_area,flat,narrow,near_intersection
IMG_01096,Tamil Nadu,Chennai,12.988383,80.250394,asphalt,low,summer,commercial_area,flat,narrow,near_intersection
IMG_01097,Tamil Nadu,Chennai,12.991661,80.224869,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_01098,Tamil Nadu,Chennai,13.006243,80.242833,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_01099,Tamil Nadu,Chennai,13.00572,80.229531,asphalt,medium,summer,commercial_area,flat,medium,near_intersection
IMG_01100,Tamil Nadu,Chennai,12.983415,80.237886,asphalt,medium,summer,commercial_area,flat,wide,near_intersection
IMG_01101,Tamil Nadu,Chennai,12.988608,80.239584,asphalt,low,summer,commercial_area,flat,wide,near_intersection
IMG_01102,Tamil Nadu,Chennai,13.002595,80.226378,mixed,low,summer,commercial_area,flat,wide,mid_block
IMG_01103,Tamil Nadu,Chennai,12.999976,80.228366,concrete,low,summer,commercial_area,flat,narrow,mid_block
IMG_01104,Tamil Nadu,Chennai,12.995399,80.249475,concrete,low,summer,residential_building,flat,narrow,mid_block
IMG_01105,Tamil Nadu,Chennai,13.006631,80.222715,mixed,low,summer,residential_building,flat,narrow,mid_block
IMG_01106,Tamil Nadu,Chennai,12.993358,80.228784,asphalt,medium,summer,commercial_area,flat,wide,mid_block
IMG_01107,Tamil Nadu,Chennai,13.000066,80.228299,mixed,low,summer,commercial_area,flat,medium,mid_block
IMG_01108,Tamil Nadu,Chennai,13.003337,80.237835,mixed,low,summer,commercial_area,flat,narrow,near_intersection
IMG_01109,Tamil Nadu,Chennai,12.982417,80.248744,asphalt,medium,summer,commercial_area,flat,narrow,mid_block
IMG_01110,Tamil Nadu,Chennai,13.006269,80.23885,mixed,medium,summer,market,flat,narrow,near_intersection
IMG_01111,Tamil Nadu,Chennai,12.989736,80.249266,asphalt,low,summer,commercial_area,flat,narrow,mid_block
IMG_01112,Tamil Nadu,Chennai,13.00829,80.226591,asphalt,medium,summer,commercial_area,flat,narrow,mid_block
IMG_01113,Tamil Nadu,Chennai,12.992818,80.240105,asphalt,low,summer,commercial_area,flat,narrow,mid_block
IMG_01114,Tamil Nadu,Chennai,12.984908,80.250283,asphalt,medium,summer,commercial_area,flat,narrow,mid_block
IMG_01115,Tamil Nadu,Chennai,12.990488,80.250314,asphalt,low,summer,residential_building,flat,narrow,mid_block
IMG_01116,Tamil Nadu,Chennai,13.00552,80.228459,asphalt,low,summer,residential_building,flat,medium,mid_block
IMG_01117,Tamil Nadu,Chennai,13.004786,80.223235,asphalt,low,summer,none,flat,medium,mid_block
IMG_01118,Tamil Nadu,Chennai,12.98704,80.246554,asphalt,low,summer,construction_site,flat,medium,mid_block
IMG_01119,Tamil Nadu,Chennai,12.994512,80.229722,unpaved,low,summer,residential_building,flat,narrow,mid_block
IMG_01120,Tamil Nadu,Chennai,13.005036,80.227168,gravel,low,summer,residential_building,flat,narrow,mid_block
IMG_01121,Tamil Nadu,Chennai,12.990364,80.248126,mixed,low,summer,commercial_area,flat,medium,near_intersection
IMG_01122,Tamil Nadu,Chennai,13.000203,80.232832,mixed,low,summer,residential_building,flat,narrow,mid_block
IMG_01123,Tamil Nadu,Chennai,13.009556,80.223473,mixed,low,summer,residential_building,flat,narrow,mid_block
IMG_01124,Tamil Nadu,Chennai,13.010535,80.225554,asphalt,low,summer,residential_building,flat,narrow,mid_block
IMG_01125,Tamil Nadu,Chennai,12.983458,80.23398,mixed,low,summer,residential_building,flat,narrow,mid_block
IMG_01126,Tamil Nadu,Chennai,13.002938,80.230001,mixed,low,summer,residential_building,flat,narrow,mid_block
IMG_01127,Tamil Nadu,Chennai,12.999095,80.23651,mixed,low,winter,residential_building,flat,narrow,mid_block
IMG_01128,Tamil Nadu,Chennai,12.992153,80.238655,asphalt,low,summer,residential_building,flat,narrow,mid_block
IMG_01129,Tamil Nadu,Chennai,12.988054,80.243006,asphalt,low,summer,residential_building,flat,narrow,mid_block
IMG_01130,Tamil Nadu,Chennai,12.996967,80.243356,asphalt,low,summer,residential_building,flat,narrow,mid_block
IMG_01131,Tamil Nadu,Chennai,13.003359,80.24175,mixed,low,summer,residential_building,flat,narrow,mid_block
IMG_01132,Tamil Nadu,Chennai,13.000918,80.230545,mixed,low,summer,residential_building,flat,narrow,mid_block
IMG_01133,Tamil Nadu,Chennai,12.989914,80.247589,asphalt,low,summer,commercial_area,flat,narrow,mid_block
IMG_01134,Tamil Nadu,Chennai,13.002662,80.229562,asphalt,low,summer,commercial_area,flat,narrow,mid_block
IMG_01135,Tamil Nadu,Chennai,12.989768,80.233119,asphalt,low,summer,commercial_area,flat,narrow,mid_block
IMG_01136,Tamil Nadu,Chennai,12.992693,80.229408,asphalt,low,summer,commercial_area,flat,narrow,mid_block
IMG_01137,Tamil Nadu,Chennai,12.984051,80.233516,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_01138,Tamil Nadu,Chennai,12.989506,80.237712,asphalt,low,summer,commercial_area,flat,narrow,mid_block
IMG_01139,Tamil Nadu,Chennai,12.993557,80.238767,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_01140,Tamil Nadu,Chennai,13.000619,80.234982,asphalt,low,summer,commercial_area,flat,narrow,mid_block
IMG_01141,Tamil Nadu,Chennai,12.993942,80.226711,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_01142,Tamil Nadu,Chennai,12.994917,80.249338,asphalt,medium,summer,commercial_area,flat,narrow,mid_block
IMG_01143,Tamil Nadu,Chennai,13.005058,80.225262,asphalt,medium,summer,commercial_area,flat,narrow,mid_block
IMG_01144,Tamil Nadu,Tiruvallur,13.117133,79.925472,unpaved,low,summer,construction_site,flat,wide,mid_block
IMG_01145,Tamil Nadu,Tiruvallur,13.111953,79.934614,unpaved,low,summer,construction_site,flat,wide,mid_block
IMG_01146,Tamil Nadu,Tiruvallur,13.110317,79.934587,asphalt,low,summer,residential_building,flat,medium,mid_block
IMG_01147,Tamil Nadu,Tiruvallur,13.134253,79.926312,asphalt,low,summer,none,flat,medium,mid_block
IMG_01148,Tamil Nadu,Tiruvallur,13.131505,79.920483,asphalt,low,summer,residential_building,flat,medium,mid_block
IMG_01149,Tamil Nadu,Tiruvallur,13.111297,79.918474,asphalt,low,summer,residential_building,flat,medium,mid_block
IMG_01150,Tamil Nadu,Tiruvallur,13.126684,79.917437,unpaved,low,summer,residential_building,flat,narrow,mid_block
IMG_01151,Tamil Nadu,Tiruvallur,13.125829,79.916087,mixed,low,summer,parking_area,flat,narrow,mid_block
IMG_01152,Tamil Nadu,Tiruvallur,13.108935,79.931096,asphalt,low,summer,parking_area,flat,narrow,mid_block
IMG_01153,Tamil Nadu,Tiruvallur,13.116024,79.922462,mixed,low,summer,construction_site,flat,narrow,mid_block
IMG_01154,Tamil Nadu,Tiruvallur,13.116253,79.931596,mixed,low,summer,residential_building,flat,medium,near_intersection
IMG_01155,Tamil Nadu,Tiruvallur,13.108591,79.951167,mixed,low,summer,none,flat,narrow,mid_block
IMG_01156,Tamil Nadu,Tiruvallur,13.10919,79.952845,mixed,low,summer,residential_building,flat,medium,at_intersection
IMG_01157,Tamil Nadu,Tiruvallur,13.122197,79.932152,mixed,low,summer,commercial_area,flat,medium,at_intersection
IMG_01158,Tamil Nadu,Tiruvallur,13.116589,79.932818,asphalt,low,summer,drainage_channel,flat,medium,at_intersection
IMG_01159,Tamil Nadu,Tiruvallur,13.109999,79.954642,mixed,low,summer,commercial_area,flat,medium,mid_block
IMG_01160,Tamil Nadu,Tiruvallur,13.117251,79.945118,asphalt,low,summer,drainage_channel,flat,medium,mid_block
IMG_01161,Tamil Nadu,Tiruvallur,13.122121,79.9172,asphalt,low,summer,residential_building,flat,medium,mid_block
IMG_01162,Tamil Nadu,Tiruvallur,13.114359,79.930867,asphalt,low,summer,residential_building,flat,medium,near_intersection
IMG_01163,Tamil Nadu,Tiruvallur,13.120153,79.935246,asphalt,low,winter,residential_building,flat,medium,mid_block
IMG_01164,Tamil Nadu,Tiruvallur,13.111669,79.927522,asphalt,low,summer,drainage_channel,flat,narrow,mid_block
IMG_01165,Tamil Nadu,Tiruvallur,13.115421,79.929373,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_01166,Tamil Nadu,Tiruvallur,13.117098,79.939118,mixed,low,summer,construction_site,flat,medium,mid_block
IMG_01167,Tamil Nadu,Tiruvallur,13.127375,79.922951,concrete,low,summer,none,flat,medium,mid_block
IMG_01168,Tamil Nadu,Tiruvallur,13.116947,79.938338,asphalt,low,summer,drainage_channel,flat,medium,mid_block
IMG_01169,Tamil Nadu,Tiruvallur,13.111146,79.926335,mixed,low,summer,none,flat,narrow,mid_block
IMG_01170,Tamil Nadu,Tiruvallur,13.118718,79.938972,asphalt,low,summer,residential_building,flat,medium,mid_block
IMG_01171,Tamil Nadu,Tiruvallur,13.135222,79.924261,mixed,low,summer,residential_building,flat,medium,mid_block
IMG_01172,Tamil Nadu,Tiruvallur,13.126397,79.930127,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_01173,Tamil Nadu,Tiruvallur,13.117807,79.926993,asphalt,low,summer,residential_building,flat,narrow,mid_block
IMG_01174,Tamil Nadu,Tiruvallur,13.112319,79.919346,asphalt,low,summer,residential_building,flat,medium,mid_block
IMG_01175,Tamil Nadu,Tiruvallur,13.113718,79.915397,asphalt,low,summer,drainage_channel,flat,medium,mid_block
IMG_01176,Tamil Nadu,Tiruvallur,13.109203,79.951823,asphalt,low,summer,residential_building,flat,medium,near_intersection
IMG_01177,Tamil Nadu,Tiruvallur,13.109928,79.948033,asphalt,low,summer,residential_building,flat,medium,mid_block
IMG_01178,Tamil Nadu,Tiruvallur,13.130033,79.915061,asphalt,low,winter,drainage_channel,flat,medium,mid_block
IMG_01179,Tamil Nadu,Tiruvallur,13.118257,79.916669,asphalt,low,summer,none,flat,medium,mid_block
IMG_01180,Tamil Nadu,Tiruvallur,13.131324,79.916839,asphalt,low,summer,none,flat,medium,mid_block
IMG_01181,Tamil Nadu,Tiruvallur,13.1201,79.92948,asphalt,low,summer,none,flat,medium,mid_block
IMG_01182,Tamil Nadu,Tiruvallur,13.127314,79.920548,asphalt,low,summer,none,flat,narrow,mid_block
IMG_01183,Tamil Nadu,Tiruvallur,13.120297,79.922991,asphalt,low,summer,none,flat,narrow,mid_block
IMG_01184,Tamil Nadu,Tiruvallur,13.129496,79.931442,asphalt,low,summer,residential_building,flat,medium,mid_block
IMG_01185,Tamil Nadu,Tiruvallur,13.123011,79.924255,asphalt,low,summer,drainage_channel,flat,medium,mid_block
IMG_01186,Tamil Nadu,Tiruvallur,13.132112,79.927264,asphalt,low,winter,none,flat,narrow,mid_block
IMG_01187,Tamil Nadu,Tiruvallur,13.120825,79.922828,mixed,low,monsoon,none,flat,narrow,mid_block
IMG_01188,Tamil Nadu,Tiruvallur,13.118413,79.935489,mixed,low,summer,drainage_channel,flat,medium,mid_block
IMG_01189,Tamil Nadu,Tiruvallur,13.131089,79.91544,mixed,low,summer,none,flat,medium,mid_block
IMG_01190,Tamil Nadu,Tiruvallur,13.114427,79.941349,asphalt,low,summer,residential_building,flat,medium,mid_block
IMG_01191,Tamil Nadu,Tiruvallur,13.109972,79.951899,mixed,low,summer,none,flat,medium,mid_block
IMG_01192,Tamil Nadu,Tiruvallur,13.132597,79.922998,asphalt,low,summer,none,flat,medium,mid_block
IMG_01193,Tamil Nadu,Tiruvallur,13.129936,79.922365,asphalt,low,summer,residential_building,flat,medium,mid_block
IMG_01194,Tamil Nadu,Tiruvallur,13.134234,79.915901,asphalt,low,summer,none,flat,narrow,mid_block
IMG_01195,Tamil Nadu,Tiruvallur,13.113582,79.931556,asphalt,low,summer,none,flat,medium,mid_block
IMG_01196,Tamil Nadu,Tiruvallur,13.117437,79.909682,asphalt,low,summer,none,flat,narrow,mid_block
IMG_01197,Tamil Nadu,Tiruvallur,13.118203,79.909761,asphalt,low,summer,none,flat,narrow,mid_block
IMG_01198,Tamil Nadu,Tiruvallur,13.11103,79.923091,asphalt,low,summer,residential_building,flat,medium,mid_block
IMG_01199,Tamil Nadu,Tiruvallur,13.111066,79.944666,asphalt,low,summer,residential_building,flat,medium,mid_block
IMG_01200,Tamil Nadu,Tiruvallur,13.110232,79.923154,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_01201,Tamil Nadu,Tiruvallur,13.115973,79.910769,asphalt,low,monsoon,drainage_channel,flat,medium,mid_block
IMG_01202,Tamil Nadu,Tiruvallur,13.120687,79.914021,asphalt,low,summer,none,flat,medium,mid_block
IMG_01203,Tamil Nadu,Tiruvallur,13.114184,79.915707,asphalt,low,summer,none,flat,medium,mid_block
IMG_01204,Tamil Nadu,Tiruvallur,13.119845,79.93999,asphalt,low,summer,none,flat,medium,mid_block
IMG_01205,Tamil Nadu,Tiruvallur,13.114142,79.929775,asphalt,low,summer,commercial_area,flat,medium,near_intersection
IMG_01206,Tamil Nadu,Tiruvallur,13.126952,79.91272,asphalt,low,summer,none,flat,medium,mid_block
IMG_01207,Tamil Nadu,Tiruvallur,13.13633,79.911796,asphalt,low,summer,commercial_area,flat,medium,near_intersection
IMG_01208,Tamil Nadu,Tiruvallur,13.122771,79.934452,asphalt,low,monsoon,none,flat,medium,mid_block
IMG_01209,Tamil Nadu,Tiruvallur,13.118672,79.932535,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_01210,Tamil Nadu,Tiruvallur,13.130704,79.926076,mixed,low,summer,none,flat,medium,mid_block
IMG_01211,Tamil Nadu,Tiruvallur,13.116921,79.910593,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_01212,Tamil Nadu,Tiruvallur,13.112163,79.948459,asphalt,low,summer,drainage_channel,flat,medium,mid_block
IMG_01213,Tamil Nadu,Tiruvallur,13.108778,79.948307,asphalt,low,summer,none,flat,medium,mid_block
IMG_01214,Tamil Nadu,Tiruvallur,13.120704,79.92343,asphalt,low,summer,traffic_signal,flat,medium,near_intersection
IMG_01215,Tamil Nadu,Tiruvallur,13.108138,79.956406,asphalt,low,summer,drainage_channel,flat,wide,mid_block
IMG_01216,Tamil Nadu,Tiruvallur,13.123284,79.921362,asphalt,low,summer,bus_stop,flat,medium,near_intersection
IMG_01217,Tamil Nadu,Tiruvallur,13.129639,79.918156,asphalt,low,summer,residential_building,flat,wide,mid_block
IMG_01218,Tamil Nadu,Tiruvallur,13.13304,79.925413,asphalt,low,summer,residential_building,flat,medium,mid_block
IMG_01219,Tamil Nadu,Tiruvallur,13.110633,79.927273,asphalt,low,summer,drainage_channel,flat,medium,mid_block
IMG_01220,Tamil Nadu,Tiruvallur,13.128847,79.912375,asphalt,low,summer,residential_building,flat,medium,mid_block
IMG_01221,Tamil Nadu,Tiruvallur,13.123358,79.924861,asphalt,low,summer,none,flat,medium,mid_block
IMG_01222,Tamil Nadu,Tiruvallur,13.109291,79.942366,asphalt,low,winter,drainage_channel,flat,medium,mid_block
IMG_01223,Tamil Nadu,Tiruvallur,13.116135,79.939362,asphalt,low,summer,residential_building,flat,medium,mid_block
IMG_01224,Tamil Nadu,Tiruvallur,13.117497,79.910491,asphalt,low,monsoon,none,flat,medium,mid_block
IMG_01225,Tamil Nadu,Tiruvallur,13.133168,79.926476,asphalt,low,summer,construction_site,flat,medium,mid_block
IMG_01226,Tamil Nadu,Tiruvallur,13.109139,79.94116,asphalt,low,summer,construction_site,flat,medium,mid_block
IMG_01227,Tamil Nadu,Tiruvallur,13.111187,79.939617,asphalt,low,summer,residential_building,flat,medium,mid_block
IMG_01228,Tamil Nadu,Tiruvallur,13.130486,79.910101,asphalt,low,summer,residential_building,flat,medium,near_intersection
IMG_01229,Tamil Nadu,Tiruvallur,13.108903,79.948426,asphalt,low,summer,residential_building,flat,medium,mid_block
IMG_01230,Tamil Nadu,Tiruvallur,13.117943,79.928037,asphalt,low,winter,none,flat,medium,mid_block
IMG_01231,Tamil Nadu,Tiruvallur,13.124218,79.935592,asphalt,low,summer,residential_building,flat,medium,at_intersection
IMG_01232,Tamil Nadu,Tiruvallur,13.118902,79.941781,asphalt,low,summer,residential_building,flat,medium,at_intersection
IMG_01233,Tamil Nadu,Tiruvallur,13.114416,79.914154,asphalt,low,summer,none,flat,medium,near_intersection
IMG_01234,Tamil Nadu,Tiruvallur,13.118568,79.937252,asphalt,low,summer,residential_building,flat,medium,near_intersection
IMG_01235,Tamil Nadu,Tiruvallur,13.114783,79.921721,asphalt,low,summer,commercial_area,flat,medium,near_intersection
IMG_01236,Tamil Nadu,Tiruvallur,13.121718,79.914628,asphalt,low,summer,none,flat,medium,mid_block
IMG_01237,Tamil Nadu,Tiruvallur,13.109524,79.943449,concrete,low,summer,market,flat,narrow,mid_block
IMG_01238,Tamil Nadu,Tiruvallur,13.132427,79.924777,unpaved,low,summer,drainage_channel,flat,narrow,mid_block
IMG_01239,Tamil Nadu,Tiruvallur,13.117372,79.911654,asphalt,low,summer,residential_building,flat,medium,mid_block
IMG_01240,Tamil Nadu,Tiruvallur,13.110539,79.918665,asphalt,low,summer,none,flat,medium,mid_block
IMG_01241,Tamil Nadu,Tiruvallur,13.111069,79.949038,concrete,low,summer,residential_building,flat,medium,mid_block
IMG_01242,Tamil Nadu,Tiruvallur,13.109477,79.924246,asphalt,low,summer,residential_building,flat,medium,mid_block
IMG_01243,Tamil Nadu,Tiruvallur,13.131756,79.912109,concrete,low,summer,none,flat,medium,mid_block
IMG_01244,Tamil Nadu,Tiruvallur,13.111496,79.916793,concrete,low,summer,residential_building,flat,medium,mid_block
IMG_01245,Tamil Nadu,Tiruvallur,13.116623,79.944861,concrete,low,summer,none,flat,medium,mid_block
IMG_01246,Tamil Nadu,Tiruvallur,13.114446,79.941034,asphalt,low,summer,none,flat,medium,mid_block
IMG_01247,Tamil Nadu,Tiruvallur,13.12352,79.914758,concrete,low,summer,none,flat,medium,mid_block
IMG_01248,Tamil Nadu,Tiruvallur,13.116024,79.935799,asphalt,low,summer,residential_building,flat,medium,mid_block
IMG_01249,Tamil Nadu,Tiruvallur,13.122061,79.916998,asphalt,low,summer,residential_building,flat,medium,mid_block
IMG_01250,Tamil Nadu,Tiruvallur,13.135331,79.916254,asphalt,low,summer,residential_building,flat,narrow,mid_block
IMG_01251,Tamil Nadu,Tiruvallur,13.119462,79.941236,concrete,low,summer,drainage_channel,flat,medium,mid_block
IMG_01252,Tamil Nadu,Tiruvallur,13.121924,79.940627,asphalt,low,summer,drainage_channel,flat,medium,mid_block
IMG_01253,Tamil Nadu,Tiruvallur,13.127575,79.923635,asphalt,low,summer,residential_building,flat,medium,mid_block
IMG_01254,Tamil Nadu,Tiruvallur,13.120158,79.933262,concrete,low,summer,residential_building,flat,medium,mid_block
IMG_01255,Tamil Nadu,Tiruvallur,13.113038,79.93957,asphalt,low,summer,residential_building,flat,medium,near_intersection
IMG_01256,Tamil Nadu,Tiruvallur,13.116319,79.945327,asphalt,low,summer,commercial_area,flat,medium,mid_block
IMG_01257,Tamil Nadu,Tiruvallur,13.136352,79.915047,asphalt,low,winter,drainage_channel,flat,narrow,mid_block
IMG_01258,Tamil Nadu,Tiruvallur,13.118071,79.937251,asphalt,low,summer,residential_building,flat,narrow,mid_block
IMG_01259,Tamil Nadu,Tiruvallur,13.116516,79.932346,concrete,low,summer,none,flat,narrow,mid_block
IMG_01260,Tamil Nadu,Tiruvallur,13.114955,79.921084,asphalt,low,summer,residential_building,flat,medium,mid_block
IMG_01261,Tamil Nadu,Tiruvallur,13.109797,79.923263,asphalt,low,summer,residential_building,flat,narrow,mid_block
IMG_01262,Tamil Nadu,Tiruvallur,13.118482,79.94002,asphalt,low,winter,drainage_channel,flat,medium,mid_block
IMG_01263,Tamil Nadu,Tiruvallur,13.111698,79.925181,concrete,low,summer,residential_building,flat,medium,mid_block
IMG_01264,Tamil Nadu,Tiruvallur,13.124332,79.924423,concrete,low,summer,none,flat,medium,mid_block
IMG_01265,Tamil Nadu,Tiruvallur,13.122429,79.93401,asphalt,low,monsoon,parking_area,flat,medium,mid_block
IMG_01266,Tamil Nadu,Tiruvallur,13.116197,79.909502,concrete,low,summer,residential_building,flat,medium,mid_block
IMG_01267,Tamil Nadu,Tiruvallur,13.136089,79.919395,concrete,low,winter,parking_area,flat,narrow,mid_block
IMG_01268,Tamil Nadu,Tiruvallur,13.117537,79.910912,concrete,low,summer,parking_area,flat,medium,mid_block
IMG_01269,Tamil Nadu,Tiruvallur,13.126646,79.932558,unpaved,low,monsoon,drainage_channel,flat,narrow,mid_block
IMG_01270,Tamil Nadu,Tiruvallur,13.117931,79.928951,unpaved,low,summer,drainage_channel,flat,narrow,mid_block
IMG_01271,Tamil Nadu,Tiruvallur,13.124108,79.918339,unpaved,low,summer,residential_building,flat,narrow,mid_block
IMG_01272,Tamil Nadu,Tiruvallur,13.123592,79.912097,mixed,low,summer,drainage_channel,flat,narrow,mid_block
IMG_01273,Tamil Nadu,Tiruvallur,13.127436,79.914431,concrete,low,winter,residential_building,flat,narrow,mid_block
IMG_01274,Tamil Nadu,Tiruvallur,13.130897,79.925782,concrete,low,summer,residential_building,flat,narrow,mid_block
IMG_01275,Tamil Nadu,Tiruvallur,13.112888,79.934544,concrete,low,winter,residential_building,flat,narrow,mid_block
IMG_01276,Tamil Nadu,Tiruvallur,13.121986,79.910643,concrete,low,summer,residential_building,flat,narrow,mid_block
IMG_01277,Tamil Nadu,Tiruvallur,13.111013,79.92547,mixed,low,post_monsoon,residential_building,flat,narrow,mid_block
IMG_01278,Tamil Nadu,Tiruvallur,13.12119,79.931858,asphalt,low,summer,residential_building,flat,narrow,mid_block
IMG_01279,Tamil Nadu,Tiruvallur,13.125195,79.934873,concrete,low,winter,residential_building,flat,narrow,mid_block
IMG_01280,Tamil Nadu,Tiruvallur,13.116784,79.939901,concrete,low,summer,drainage_channel,flat,narrow,mid_block
IMG_01281,Tamil Nadu,Tiruvallur,13.129217,79.923728,concrete,low,summer,none,flat,medium,mid_block
IMG_01282,Tamil Nadu,Tiruvallur,13.118005,79.943031,mixed,low,summer,residential_building,flat,narrow,mid_block
IMG_01283,Tamil Nadu,Tiruvallur,13.124508,79.917095,asphalt,low,summer,none,flat,medium,mid_block
IMG_01284,Tamil Nadu,Tiruvallur,13.132295,79.915923,unpaved,low,summer,none,flat,medium,mid_block
IMG_01285,Tamil Nadu,Tiruvallur,13.135531,79.913971,asphalt,low,summer,residential_building,flat,narrow,mid_block
IMG_01286,Tamil Nadu,Tiruvallur,13.111448,79.943891,asphalt,low,summer,residential_building,flat,narrow,mid_block
IMG_01287,Tamil Nadu,Tiruvallur,13.129112,79.911517,concrete,low,summer,none,flat,medium,mid_block
IMG_01288,Tamil Nadu,Tiruvallur,13.111045,79.918993,asphalt,low,summer,drainage_channel,flat,medium,mid_block
IMG_01289,Tamil Nadu,Tiruvallur,13.116696,79.942434,asphalt,low,summer,construction_site,flat,narrow,mid_block
IMG_01290,Tamil Nadu,Tiruvallur,13.122754,79.924476,concrete,low,winter,none,flat,medium,mid_block
IMG_01291,Tamil Nadu,Tiruvallur,13.112105,79.955312,concrete,low,summer,residential_building,flat,medium,mid_block
IMG_01292,Tamil Nadu,Tiruvallur,13.117218,79.926565,concrete,low,summer,residential_building,flat,narrow,mid_block
IMG_01293,Tamil Nadu,Tiruvallur,13.125311,79.918216,asphalt,low,summer,residential_building,flat,narrow,mid_block
IMG_01294,Tamil Nadu,Tiruvallur,13.114322,79.937067,concrete,low,summer,drainage_channel,flat,narrow,mid_block
IMG_01295,Tamil Nadu,Tiruvallur,13.115866,79.923201,concrete,low,monsoon,drainage_channel,flat,narrow,mid_block
